id,time_stamp,created_at,author,favourite_count,re_tweeet_count,text,original_tweet_id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,iso_language_code,source,user_id,conversation_id,stake_holder,
		"32177","2014-02-14 17:42:07.447","2014-02-14","liamdutton","1","2","The wind is going to pick up strength this eve across S'ern parts of Eng & Wales. Gusts 60mph inland, 70-80mph coasts. Take it steady!","434380962214866944","","-1","-1","en","Web","20481072","32177","f",
		"32611","2014-02-14 17:55:17.117","2014-02-14","trafficscotland","0","1","#Kessock delays: 30 mins N/B #A9","434383342532714496","","-1","-1","en","Sprout Social - http://sproutsocial.com","20106985","32611","t",
		"32677","2014-02-14 17:58:49.367","2014-02-14","SkyNewsBreak","5","20","PM: Government looking at possibility of applying for weather relief funding from EU's 'solidarity' fund set aside for natural disasters","434385179537571840","","-1","-1","en","<a href="http://news.sky.com" rel="nofollow">SkyNews Alerts - Breaking</a>","87416722","32677","f",
		"35038","2014-02-14 20:06:58.12","2014-02-14","paulcrowcroft68","3","3","#ff @MPoole_Racing @MatthewPalmer12 @mjmotorsport_32 @Racepartsuk @TrackFocus_TFD Enjoy the weekend peeps #staysafe","434298244269879297","","-1","-1","en","Twitter for Android","1047552818","35038","f",
		"37403","2014-02-14 21:21:46.027","2014-02-14","GuyHagi","1","2","Rainy already for Oahu, but another slug of moisture is on the way, give it another hour or so. http://t.co/FoylkvyXvG","434433166389301248","","-1","-1","en","<a href="http://www.facebook.com/twitter" rel="nofollow">Facebook</a>","19575278","37403","f",
		"38071","2014-02-14 21:39:49.982","2014-02-14","OooAuto","1","2","@OAK77Global @LesleyWhitaker2 thanks for the RT enjoy your Happy Valentines Day this #ff day :-*","434347308722192384","OAK77Global","-1","1101115694","en","Twitter for Android","298748638","38071","f",
		"38077","2014-02-14 21:39:50.002","2014-02-14","OAK77uk","1","1","@OooAuto @OAK77Global @LesleyWhitaker2 Lots of Love from waterlogged #SomersetLevels #SomersetFloods Michael x","434347827133566978","OooAuto","434347308722192384","298748638","en","Web","34230483","38071","f",
		"38583","2014-02-14 22:00:22.666","2014-02-14","yokoono","225","283","Feel that love, every day. Feel it and give to yourself and to others around you.","434444439486877698","","-1","-1","en","Sprout Social - http://sproutsocial.com","17681513","38583","f",
		"38610","2014-02-14 22:01:32.35","2014-02-14","OliBarrett","1","2","Watching @floodexpert CEO @DrJustinButler on BBC News, talking about flood mapping. Great guy, interesting company.","434089657748307969","","-1","-1","en","Web","72103","38610","f",
		"39984","2014-02-14 22:40:01.546","2014-02-14","WOWpetition","15","59","#10kCuts  a flower to represent those that died within 6 weeks of Atos work capacity assessment. http://t.co/gx2VuBVJye","434423601953902592","","-1","-1","en","Web","990134929","39984","f",
		"41408","2014-02-14 23:32:56.565","2014-02-14","3rdUKDivision","2","1","@3rdUKDivision troops "helpful addition" to #flood relief efforts in #Gloucestershire http://t.co/PYbwQ9phyP","434010640404205569","3rdUKDivision","-1","579134754","en","Twitter for iPhone","579134754","41408","f",
		"41415","2014-02-14 23:32:56.593","2014-02-14","3rdUKDivision","1","3","140 soldiers from 2nd Battalion The Royal Welsh are filling & transporting up to 20,000 sandbags to flood-hit #Tewkesbury #UKFloods","434345683446169600","3rdUKDivision","434010640404205569","579134754","en","Twitter for iPhone","579134754","41408","f",
		"44770","2014-02-15 07:31:58.333","2014-02-15","RichardJMurphy","4","6","There is an obvious way to beat flooding. We have to close the tax gap. Then money would be no object.","434573481892925440","","-1","-1","en","iOS","12588712","44770","f",
		"45029","2014-02-15 07:49:58.043","2014-02-15","TravelDorset","0","2","Expect some disruption on the network today following last nights storm. Updates on travel alerts throughout the day http://t.co/mdcv62qVd0","434592278129016832","","-1","-1","en","Web","212233210","45029","f",
		"45474","2014-02-15 08:18:35.779","2014-02-15","FirstScotland","1","1","@seasideevie @LoveWestLothian We can report ^ Amy","427844362878582784","seasideevie","427838319956074496","334563273","pl","Twitter for iPhone","417922146","45460","t",
		"45859","2014-02-15 08:33:35.381","2014-02-15","HistoryInPics","1034","733","Rowing on the streets of Paris after the Seine River flooded, c. 1910. http://t.co/NHOamOY2Bi","434487993836240896","","-1","-1","en","<a href="http://bufferapp.com" rel="nofollow">Buffer</a>","1582853809","45859","f",
		"47408","2014-02-15 09:48:20.745","2014-02-15","FirstinGlasgow","1","13","First Glasgow announces discounted bus travel for jobseekers ... http://t.co/b0LbHA5Lon","394825745723568128","","-1","-1","en","First Travel News - http://www.firstgroup.com","110667154","47408","t",
		"49021","2014-02-15 11:17:47.844","2014-02-15","Green_Boats","0","1","#Abingdon river levels have stayed the same overnight. http://t.co/i66rtEgfKc","434631448747065344","","-1","-1","en","Twitter for Android","551763329","49021","f",
		"50717","2014-02-15 12:45:38.875","2014-02-15","Fubsy","2","2","@Jeremy_Hunt Good afternoon Jeremy - could you pls work with @southernelecPD and get greater resilience to #godalming power supply? Thanks.","434661777033678848","Jeremy_Hunt","-1","112398730","en","Twitter for BlackBerry","18723424","50717","f",
		"50784","2014-02-15 12:47:53.969","2014-02-15","Pumpkin_pie_123","1","1","Sigh... Power off again #blackout #Godalming","434660734002561025","","-1","-1","en","Twitter for iPhone","154262594","50784","f",
		"50850","2014-02-15 12:50:37.096","2014-02-15","arminthedoor","2","3","Jeremy Hunt's been in #Godalming to talk to flooded residents. I expect that was a huge comfort.","434360020138868736","","-1","-1","en","Web","159066846","50850","f",
		"51032","2014-02-15 13:01:26.037","2014-02-15","pangallion","1","2","Please, EU can we have some of our own money back to repair the problems your Agenda 21-based directives caused in the first place? #floods","434669968991719424","","-1","-1","en","TweetDeck","66287453","51032","f",
		"53068","2014-02-15 14:52:45.836","2014-02-15","Number10gov","15","31","Sign up for #TwitterAlerts warnings from the @metoffice http://t.co/Sah136lMhE & @envagency http://t.co/v2yxEncdq7 #floodware #ukstorm","434694394542059520","","-1","-1","en","HootSuite - http://www.hootsuite.com","14224719","53068","f",
		"54504","2014-02-15 16:56:38.902","2014-02-15","BarryKillnerEA","5","10","Ops teams are still out across #WestSussex monitoring & operating structures and clearing weedscreens #floodaware http://t.co/GVfJuzJ4I3","434678930843250688","","-1","-1","en","Web","1201600080","54504","f",
		"54830","2014-02-15 17:28:36.823","2014-02-15","Slate","1","6","After years of denying climate change, the Daily Mail uses Britain's terrible flooding to attack... foreign aid: http://t.co/E6cIsEjzRG","434740143996813312","","-1","-1","en","<a href="http://www.socialflow.com" rel="nofollow">SocialFlow</a>","15164565","54830","f",
		"55026","2014-02-15 17:44:19.236","2014-02-15","TeleFinance","0","10","Floods: we could all have to pay more to insure http://t.co/aNsKRPSG1i","434615083298082816","","-1","-1","en","dlvr.it","19536881","55026","f",
		"55085","2014-02-15 17:49:29.75","2014-02-15","TVP_Windsor","0","11","Don't drive down closed roads. They're closed for a reason, as this #Bentley driver has just found out #floodaware http://t.co/cXyLL1A8m7","434743268719755264","","-1","-1","en","Twitter for iPhone","588183586","55085","f",
		"56692","2014-02-15 20:29:15.308","2014-02-15","charlesmorganuk","1","2","River Seven, Cotswolds on right Worcester and Malvern Hills on left. http://t.co/bJ2o51kMw7","434784154664710144","","-1","-1","en","Twitter for iPhone","138721389","56692","f",
		"57325","2014-02-15 21:27:01.171","2014-02-15","Jeremy_Hunt","2","8","Just been to see heartbroken residents in Godalming affected by floods. Clear that Lammas Lands needs 2 perform better role in flood defence","434349924344688640","","-1","-1","en","Twitter for iPhone","112398730","57325","f",
		"58830","2014-02-15 23:50:53.21","2014-02-15","arjenUK","115","339","What a pic! The crypt of Winchester Cathedral flooded. #floods http://t.co/e0WptzeAsg","434261251028705280","","-1","-1","en","Twitter for iPhone","106122686","58830","f",
		"58835","2014-02-15 23:50:53.243","2014-02-15","Lars9596","8","13","What a pic! The crypt of Winchester Cathedral flooded. #floods http://t.co/3j7uxOqlY3 RT @arjenUK #Floods #UK","434828187571204096","arjenUK","434261251028705280","106122686","en","Web","128370270","58830","f",
		"76541","2014-02-17 14:31:06.802","2014-02-17","BritishVogue","26","14","That's a @Burberry wrap #LFW http://t.co/AKntYAD43n","435417872010326016","","-1","-1","en","Twitter for iPhone","27844479","76541","f",
		"60805","2014-02-16 09:53:29.462","2014-02-16","Unionbuster","1","6","Greens are just Socialists who do not want you to have a choice & will tax you excessively for the pleasure Ask #Brighton #Marr","434978364991225856","","-1","-1","en","TweetDeck","19815513","60805","f",
		"60810","2014-02-16 09:53:29.479","2014-02-16","peteh678","1","1","We don't go to Brighton any more, can't afford the parking! @Unionbuster @Welshdellboy http://t.co/gPOhOKrzDC","434985190339788800","Unionbuster","434978364991225856","19815513","en","Web","548567576","60805","f",
		"61219","2014-02-16 10:17:56.322","2014-02-16","BritishMonarchy","3","4","On 17 Feb 11:00: Changing the Guard at Windsor Castle http://t.co/3aX1t9C7aG","434994384636248064","","-1","-1","en","<a href="http://www.royal.gov.uk/" rel="nofollow">Royal Household</a>","36042554","61219","f",
		"61564","2014-02-16 13:20:46.537","2014-02-16","trafficscotland","0","1","Fife: #M90 - due to roadworks Southbound near J2 - here's a glimpse of the what to expect... http://t.co/sJxHrM98mU","435021284527730688","","-1","-1","en","Web","20106985","61564","t",
		"61916","2014-02-16 13:57:26.939","2014-02-16","jameskelly82","0","1","@ScotRail 13:18 Mnt Flo-Glas, conducter Ross ignored my area and when questioned on it replies "I couldn't give a f...monkies"  #scotfail","422060039864872961","ScotRail","-1","61569136","en","Twitter for Android","66337418","61916","f",
		"61921","2014-02-16 13:57:26.975","2014-02-16","ScotRail","0","1","@jameskelly82 Hi sorry to hear this please contact CR on 08456015929 or email scotrailcustomer.relations@firstgroup.com to log comments.","422065740913840129","jameskelly82","422060039864872961","66337418","en","Conversocial - http://www.conversocial.com","61569136","61916","t",
		"65423","2014-02-16 19:06:48.216","2014-02-16","Aziz_Hafiz","0","6","Great spirit in Bridgwater,  Somerset with @MKA_UK & volunteers from the village helping prepare path for villagers http://t.co/Lr3zsC8ifj","435118836720078848","","-1","-1","en","Twitter for Android","428094964","65423","f",
		"65929","2014-02-16 19:48:03.681","2014-02-16","David_Cameron","24","74","Just chaired COBRA: a million homes have now had power restored; the weather is improving - but groundwater levels are predicted to rise.","435134366575259648","","-1","-1","en","Twitter for iPhone","103065157","65929","f",
		"66093","2014-02-16 20:00:04.67","2014-02-16","guardiannews","0","14","UK floods: 5,000 more troops on standby as water continues to rise http://t.co/hagCmlgyOX","435139542304038913","","-1","-1","en","twitterfeed - http://twitterfeed.com","788524","66093","f",
		"67500","2014-02-16 22:22:57.445","2014-02-16","bmay","1","1","Great flood funding investigation by Guardian's @dpcarrington shows hollow emptiness of David Cameron. Yes, again...  http://t.co/vfoEWULVjj","435175514668417024","","-1","-1","en","Tweet Button","12321952","67500","f",
		"68687","2014-02-17 03:41:32.596","2014-02-17","JRAperture","0","2","VIDEO: Flooding in Tonbridge #Kent, as River Medway bursts its banks.  #UKFloods http://t.co/gS8zeX1Wkw #News @DailyMirror @DailyMailUK","416044162270892032","","-1","-1","en","Twitter for iPhone","1152229496","68687","f",
		"68984","2014-02-17 06:18:07.069","2014-02-17","BBCBreakfast","8","19","Our top story: More rain is forecast and thousands are warned flood waters could rise again. 5,000 troops are on standby.","435292734950498304","","-1","-1","en","HootSuite - http://www.hootsuite.com","143415291","68984","f",
		"69271","2014-02-17 07:18:15.86","2014-02-17","nationalrailenq","0","1","No trains between Glasgow Central and #Whifflet until further notice - full info at     http://t.co/hLhIgHHLLp","435302258998513664","","-1","-1","en","HootSuite - http://www.hootsuite.com","33546465","69271","f",
		"70271","2014-02-17 09:09:24.353","2014-02-17","Channel4News","2","33","#c4news can reveal that Dutch emergency flood relief was turned down by the British government http://t.co/OEZeYxxJGj","435338326346723329","","-1","-1","en","Web","14569869","70271","f",
		"70309","2014-02-17 09:11:10.928","2014-02-17","BBCNews","47","131","Coastal communities in Wales face being abandoned amid rising sea levels, BBC reveals http://t.co/PzZGYIweiW http://t.co/awyx8f34bv","433135878425153536","","-1","-1","en","TweetDeck","612473","70309","f",
		"70314","2014-02-17 09:11:10.962","2014-02-17","JPvanYpersele","3","3","#UKfloods:"Sea levels are rising...cost of defending this place will be too high" http://t.co/zuwRKmOixN http://t.co/YCoc00OxIC @BBCNews","433171635684642816","BBCNews","433135878425153536","612473","en","Twitter for iPhone","440413534","70309","f",
		"70375","2014-02-17 09:15:22.201","2014-02-17","hotel_industry","0","3","UK floods: Hospitality & tourism businesses ‘struggling to cope’ http://t.co/SaPY2GQRwt","434416826999525377","","-1","-1","en","<a href="http://publicize.wp.com/" rel="nofollow">WordPress.com</a>","182295277","70375","f",
		"71873","2014-02-17 10:48:59.779","2014-02-17","JoRichardsKent","1","1","It was after I did my environmental science degree that, when buying my next house, I chose a house quite high up away from water! #floods","435354562950881280","","-1","-1","en","Twitter for iPhone","419927046","71873","f",
		"71877","2014-02-17 10:48:59.796","2014-02-17","JoRichardsKent","0","1","@JoRichardsKent When you look at GIS models of sea level rise / flooding you realise house location is important. #floods #climatechange","435354878417055745","JoRichardsKent","435354562950881280","419927046","en","Twitter for iPhone","419927046","71873","f",
		"71883","2014-02-17 10:48:59.81","2014-02-17","Gian_TCatt","1","1","@JoRichardsKent Important point. Working in #localgov in City where much of dev land below sea level, I realised estate agents = major prob!","435357744200052736","JoRichardsKent","435354878417055745","419927046","en","Web","396038597","71873","f",
		"75090","2014-02-17 14:30:54.073","2014-02-17","Burberry","1285","1431","British musician @Harry_Styles arrives at the #Burberry Prorsum A/W14 show #LFW http://t.co/46lITdxEYO","435412484443619328","","-1","-1","en","Twitter for iPhone","47459700","75090","f",
		"74970","2014-02-17 14:30:52.809","2014-02-17","Burberry","60","39","#Burberry campaign star @JamieBower congratulates Christopher Bailey after the A/W14 show #LFW http://t.co/wZj8tUS6DP","435420569245589504","","-1","-1","en","Twitter for iPhone","47459700","74970","f",
		"74987","2014-02-17 14:30:53.201","2014-02-17","Burberry","194","114","The Bloomsbury bag on the #Burberry A/W14 runway #LFW http://t.co/fZ1r9yNqao","435417129790476288","","-1","-1","en","Twitter for iPhone","47459700","74987","f",
		"75054","2014-02-17 14:30:53.759","2014-02-17","Burberry","517","370","Christopher Bailey joins the #Burberry models backstage after the A/W14 show #LFW http://t.co/4AJkJtKbRk","435418822003421184","","-1","-1","en","Twitter for iPhone","47459700","75054","f",
		"75322","2014-02-17 14:30:55.797","2014-02-17","1Dupdatingyou","12","9","Harry at the Burberry Prorsum A/W14 show today (17/02/14) #9 ~em. http://t.co/kXYJtbetoB","435419463572545536","","-1","-1","en","Twitter for iPhone","551805815","75322","f",
		"75418","2014-02-17 14:30:56.75","2014-02-17","1DSlovakia_","26","22","#NEW | Harry at the Burberry show - 17.02.2014 (23) http://t.co/dgYooguMRs","435416649219321856","","-1","-1","en","Web","552907561","75418","f",
		"75394","2014-02-17 14:30:56.45","2014-02-17","WW1DAlerts","3","1","NEW: Harry at the Burberry Fashion Show today! (17/02/2014) #1 http://t.co/1op2Rr6WAN","435420968115113984","","-1","-1","en","Twitter for iPad","1258899176","75394","f",
		"75648","2014-02-17 14:30:59.079","2014-02-17","1Dupdatingyou","10","5","Harry at the Burberry Prorsum A/W14 show today (17/02/14) #10 ~em. http://t.co/vnIbYZIvVd","435419548050006016","","-1","-1","en","Twitter for iPhone","551805815","75648","f",
		"75791","2014-02-17 14:31:00.862","2014-02-17","1DgoIndonesia","8","18","#NEW #HQ | Harry at the Burberry show - 17.02.2014 (28) http://t.co/yA4kNsZ5yh","435418120195284992","","-1","-1","sk","Web","543445173","75791","f",
		"76040","2014-02-17 14:31:03.042","2014-02-17","ELLEmagazineSA","0","3","Belted coats, shawls, ponchos, sheer lace and romantic dresses @Burberry and @Palomafaith performing live. A sensational show. #LFW","435419310857924608","","-1","-1","en","Twitter for iPhone","52750832","76040","f",
		"76087","2014-02-17 14:31:03.334","2014-02-17","Go1DenUpdates","6","9","2013 Burberry Harry is my all time favourite though, so freaking hot.","435420831808622592","","-1","-1","en","Web","606121144","76087","f",
		"76109","2014-02-17 14:31:03.612","2014-02-17","1DUpdatesOnline","107","74","Harry at the Burberry show #21 http://t.co/E60YlmQvrF","435419355837239297","","-1","-1","en","TweetDeck","591661900","76109","f",
		"76255","2014-02-17 14:31:04.654","2014-02-17","LatestAbout1D","38","28","NEW HQ PIC: Harry at the Burberry Fashion show #13 http://t.co/gSVYWhHT5T","435418344905539584","","-1","-1","en","Twitter for iPhone","718959373","76255","f",
		"76264","2014-02-17 14:31:04.893","2014-02-17","1DSlovakia_","46","55","#NEW #HQ | Harry at the Burberry show - 17.02.2014 (28) http://t.co/2zKUZLQWSl","435417619760312320","","-1","-1","sk","Web","552907561","76264","f",
		"76464","2014-02-17 14:31:06.205","2014-02-17","1DScoop","79","35","Harry at the London Fashion Week Burberry show today! #6 (feb17) TONGUE http://t.co/XMbYIyFzpd","435415640355405824","","-1","-1","en","Twitter for Android","607858464","76464","f",
		"76511","2014-02-17 14:31:06.51","2014-02-17","1DUpdatesOnline","171","245","Burberry Harry 2012-2013-2014 http://t.co/IjHYgAYIAc (via @Go1DenUpdates)","435420271043178496","","-1","-1","et","TweetDeck","591661900","76511","f",
		"76575","2014-02-17 14:31:07.082","2014-02-17","Burberry","385","183","The #Burberry Womenswear A/W14 show starts soon - live on @Burberry #LFW http://t.co/3dQizAKtUg","435412084629991424","","-1","-1","en","<a href="http://www.socialflow.com" rel="nofollow">SocialFlow</a>","47459700","76575","f",
		"76772","2014-02-17 14:31:08.784","2014-02-17","1Dupdatingyou","7","7","Harry at the Burberry Prorsum A/W14 show today (17/02/14) #11 ~em. http://t.co/nF92geKb5Z","435419798240235520","","-1","-1","en","Twitter for iPhone","551805815","76772","f",
		"77017","2014-02-17 14:31:24.378","2014-02-17","Burberry","567","571","Personalised ponchos for the #Burberry Prorsum A/W14 finale #LFW http://t.co/ka4uvfcN5m","435418256976142338","","-1","-1","en","Twitter for iPhone","47459700","77017","f",
		"77189","2014-02-17 14:31:25.284","2014-02-17","1DSlovakia_","46","41","#NEW #HQ | Harry at the Burberry show - 17.02.2014 (26) http://t.co/8Us6in8GIY","435417403330019329","","-1","-1","sk","Web","552907561","77189","f",
		"77278","2014-02-17 14:31:25.685","2014-02-17","Burberry","388","255","The A/W14 runway look from #Burberry Beauty #LFW http://t.co/Lu1kT7xRRf","435417229174509568","","-1","-1","en","Twitter for iPhone","47459700","77278","f",
		"77503","2014-02-17 14:31:26.712","2014-02-17","1Dupdatingyou","5","5","Harry at the Burberry Prorsum A/W14 show today (17/02/14) #12 ~em. http://t.co/fau8jQ58Fb","435419877248335873","","-1","-1","en","Twitter for iPhone","551805815","77503","f",
		"77494","2014-02-17 14:31:26.463","2014-02-17","1Dupdates_page","4","4","HQ Harry at the Burberry show today, Feb 17 #7 http://t.co/4ptXNRmSRH","435418114772049920","","-1","-1","en","Web","484174186","77494","f",
		"77785","2014-02-17 14:31:27.725","2014-02-17","clodaghanne","85","52","“@Burberry: British musician @Harry_Styles arrives at the #Burberry Prorsum A/W14 show #LFW http://t.co/HSoN6VDtEE” 
@MrsAnneTwist 😘","435419458598100993","Burberry","435412484443619328","47459700","en","Twitter for iPhone","45671811","75090","f",
		"77973","2014-02-17 14:31:28.649","2014-02-17","Burberry","182","122","Anna Wintour and Bradley Cooper  front row at the #Burberry A/W14 show #LFW http://t.co/sCpfVbWFqK","435416915696439296","","-1","-1","en","Twitter for iPhone","47459700","77973","f",
		"78026","2014-02-17 14:31:29.077","2014-02-17","1Dupdatingyou","11","8","Harry at the Burberry Prorsum A/W14 show today (17/02/14) #13 ~em. http://t.co/HDWHX45PiQ","435420051035148288","","-1","-1","en","Twitter for iPhone","551805815","78026","f",
		"78264","2014-02-17 14:31:29.82","2014-02-17","1DUpdatesOnline","125","125","Harry at the Burberry show #22 http://t.co/cyU2i6zxYE","435419804623589376","","-1","-1","en","TweetDeck","591661900","78264","f",
		"78474","2014-02-17 14:31:30.581","2014-02-17","1Dupdatingyou","6","8","Harry at the Burberry Prorsum A/W14 show today (17/02/14) #14 ~em. http://t.co/Psl4MD7oWy","435420247399882753","","-1","-1","en","Twitter for iPhone","551805815","78474","f",
		"78636","2014-02-17 14:31:31.463","2014-02-17","ughnarrry","1","3","OH MY GOD BURBERRY HARRY 2012, 2013, 2014 http://t.co/iZE7WrAKQ8","435420903359250432","","-1","-1","en","Twitter for iPad","1589858004","78636","f",
		"78729","2014-02-17 14:31:31.854","2014-02-17","vogueandcoffee","0","1","Anyone have a shot of Bradley Cooper front row @burberry  #lfw","435419854359650304","","-1","-1","en","Twitter for iPhone","20697564","78729","f",
		"79253","2014-02-17 14:31:33.387","2014-02-17","LatestAbout1D","22","18","NEW HQ PIC: Harry at the Burberry Fashion show #5 http://t.co/ug3aXGLWoQ","435417965480407041","","-1","-1","en","Twitter for iPhone","718959373","79253","f",
		"79311","2014-02-17 14:31:33.678","2014-02-17","HungerMagazine","0","1","Cara leads the burberry finale as Paloma Faith sings us out #lfw http://t.co/wICmdJKcbi","435420231998001152","","-1","-1","en","<a href="http://instagram.com" rel="nofollow">Instagram</a>","412277058","79311","f",
		"79507","2014-02-17 14:31:34.114","2014-02-17","Burberry_Mexico","1","2","Ponchos personalizados para el final del desfile #Burberry Prorsum A/W14  #LFW http://t.co/dXvmtH4yUn","435418768919904257","","-1","-1","es","Web","143372963","79507","f",
		"79788","2014-02-17 14:31:43.555","2014-02-17","Go1DenUpdates","80","128","Burberry Harry 2012-2013-2014 http://t.co/UgPtQQ8WGd","435420153367379969","","-1","-1","et","Web","606121144","79788","f",
		"80238","2014-02-17 14:31:45.262","2014-02-17","Burberry","469","260","British musician @PalomaFaith wearing #Burberry Prorsum on the A/W14 red carpet #LFW http://t.co/OePFnpo4LW","435406901678182400","","-1","-1","en","Twitter for iPhone","47459700","80238","f",
		"81115","2014-02-17 14:31:51.289","2014-02-17","londonlipgloss","1","1","Paloma Faith putting in a blinding performance to soundtrack the delicately patterned fabrics adorning the #burberry aw14 collection #lfw","435417191186698240","","-1","-1","en","Twitter for iPhone","121877322","81115","f",
		"81294","2014-02-17 14:31:53.103","2014-02-17","all1Dfacts","33","24","Harry hoy en el Burberry show #11 http://t.co/4AC6SPVwgf","435420460839620608","","-1","-1","es","Twitter for iPhone","299150034","81294","f",
		"81391","2014-02-17 14:31:54.078","2014-02-17","Burberry","464","359","Campaign star @Jamiebower arrives at the #Burberry show #LFW http://t.co/Pe9CcjUFFh","435409948357701632","","-1","-1","en","Twitter for iPhone","47459700","81391","f",
		"81490","2014-02-17 14:31:54.993","2014-02-17","Fashionista_com","19","30",".@caradelevingne closes out @burberry...and suddenly, we all need personalized blankets to wear around our shoulders next fall.","435418177833807872","","-1","-1","en","HootSuite - http://www.hootsuite.com","15933910","81490","f",
		"82322","2014-02-17 14:32:03.775","2014-02-17","Burberry","338","373","British model @Caradelevingne closes the #Burberry show #LFW http://t.co/V3OhT1rhiH","435417722974113792","","-1","-1","en","Twitter for iPhone","47459700","82322","f",
		"81792","2014-02-17 14:31:58.167","2014-02-17","WW1DAlerts","12","6","NEW: Harry at the Burberry Fashion Show today! (17/02/2014) #2 http://t.co/yeWuSUjV81","435421058745630720","","-1","-1","en","Twitter for iPad","1258899176","81792","f",
