id,time_stamp,created_at,author,favourite_count,re_tweeet_count,text,original_tweet_id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,iso_language_code,source,user_id,conversation_id,stake_holder,
		"94920","2014-02-17 14:34:15.768","2014-02-17","nialls_river","0","0","2 minutes show 😂😂 “@danicaaat: what hahahah “@1DUpdatesOnline: The Burberry show just finished.””","435421945002065920","danicaaat","435419823841873920","111276614","en","Twitter for iPhone","992767536","183220","f",
		"96594","2014-02-17 14:34:33.492","2014-02-17","athafathina","0","0","Gak nahaaaan "@1DWWIndo: Harry at the Burberry show #17 http://t.co/bf8ZZM93YY"","435422019920744448","","-1","-1","in","Twitter for Android","561085795","96594","f",
		"100250","2014-02-17 14:35:16.672","2014-02-17","Comrade58","0","0","#Burberry is top UK trend innit yooooo slaaaaaags! #lfw http://t.co/j6WYfnNYBR","435422199835795456","","-1","-1","en","Twitter for BlackBerry","326922493","100250","f",
		"100536","2014-02-17 14:35:19.861","2014-02-17","nurawatifakram","0","0",""@aimanr98: "@1DMalaysiaCrew: Harry in Burberry's vine http://t.co/vcQJOVFbZd" :O" comelnyaaaa omg !","435422214477729792","","-1","-1","en","<a href="https://twitter.com/download/android" rel="nofollow">Twitter for  Android</a>","1590023827","100536","f",
		"105298","2014-02-17 14:36:30.63","2014-02-17","chuic_m","0","0","Me encaaaaaaaaaaaaaaaaaanta un trench coat @Burberry a la módica suma de $105.300... ¡¡¡alegría!!! #loimposible","435422439691255808","","-1","-1","es","HootSuite - http://www.hootsuite.com","147781210","105298","f",
		"111191","2014-02-17 14:37:21.537","2014-02-17","Annalisa_Wayne","0","0",""@1DUpdatesOnline: Harry at the Burberry show #22 http://t.co/Ss9JpbluO0" ohhhh you sexy maaaan *-*","435422725033959424","","-1","-1","en","Twitter for Android","1215355526","111191","f",
		"114029","2014-02-17 14:37:51.772","2014-02-17","SuperJerk99","0","0","RT @meliaaa__: “@1DUpdatesOnline: Harry at the Burberry show #9 http://t.co/0fucn5eVkm” mmmmmm","435422851089190912","","-1","-1","en","Twitter for iPhone","514398817","114029","f",
		"115205","2014-02-17 14:38:38.269","2014-02-17","blqsnxly","0","0","@Burberry caraaaa","435422906806304769","Burberry","435418256976142338","47459700","pt","Twitter for iPhone","299949880","77017","f",
		"116657","2014-02-17 14:38:44.066","2014-02-17","athafathina","0","0","Pengen dong harry nyaaaa"@1DWWIndo: Harry at the Burberry show #10 http://t.co/vRno96dbcI"","435422970224193538","","-1","-1","in","Twitter for Android","561085795","116657","f",
		"116867","2014-02-17 14:38:44.263","2014-02-17","abiwallenx","0","0","RT @alishaaahmed: Would do anything to be at the Burberry show #LFW","435422984405536768","","-1","-1","en","Twitter for iPhone","220786592","116867","f",
		"118924","2014-02-17 14:38:51.056","2014-02-17","ohdarklouis","0","0","qAAAAAHABBA http://t.co/03xhV60O6O","435423093772021760","","-1","-1","in","Twitter for iPhone","351346700","118924","f",
		"124407","2014-02-17 14:40:40.459","2014-02-17","Camilutallarico","0","0","Quiero estar en este momento en Burberry Show !!!! Mira cómo esta vestido Haaaaaaaaroooooldd","435423559490764800","","-1","-1","es","Twitter for Windows Phone","995470068","124407","f",
		"126169","2014-02-17 14:41:04.252","2014-02-17","Elizabethball1","0","0","RT @MyDailyUK: Aaaaannnnd here's @Harry_Styles! @Burberry #LFW http://t.co/uriQLMSDU7 http://t.co/g0WdRfwhBQ","435423659155804160","","-1","-1","en","Twitter for BlackBerry","221045517","126169","f",
		"127390","2014-02-17 14:41:19.67","2014-02-17","the9team","0","0","HARRY TA NO DESFILE DA BURBERRY HAAAAAAA MDS HDBDKSNDHDKSNBDNSKS D","435423723936825344","","-1","-1","es","Twitter for Android","177334329","127390","f",
		"131930","2014-02-17 14:42:51.026","2014-02-17","livslame","0","0","Harry went to Burberry yaaaasss I'm so happy","435424085490028544","","-1","-1","en","Twitter for Windows Phone","67396876","131930","f",
		"132673","2014-02-17 14:42:56.031","2014-02-17","valee_belieber2","0","0","RT @SarahP_official: Aaaand @Jamiebower is looking good as always #burberry","435424127826939904","","-1","-1","en","Twitter for iPhone","443789816","132673","f",
		"133621","2014-02-17 14:43:08.726","2014-02-17","Theleahslack","0","0","“@1DMofosUpdates: HQ of Harry at Burberry! #4 http://t.co/UW3NjmJfnl” haaawwtttttt","435424180507774976","1DMofosUpdates","435419524876468225","586129497","en","Twitter for iPhone","59427625","133617","f",
		"142429","2014-02-17 14:44:55.177","2014-02-17","sindiamantes","0","0","“Aaaww” cuando Bradley Cooper ve pasar a Suki en el desfile de Burberry #sorryimnotsorry que me enternezca","435424626848460800","","-1","-1","es","TweetDeck","46575737","142429","f",
		"143314","2014-02-17 14:45:06.186","2014-02-17","eeliapatricee","0","0","“@Burberry: Personalised ponchos for the #Burberry Prorsum A/W14 finale #LFW http://t.co/chVr9prfjI” SLAAAYYY CARA SLAY","435424673237860352","Burberry","435418256976142338","47459700","en","Twitter for iPhone","536527495","77017","f",
		"145960","2014-02-17 14:45:37.695","2014-02-17","SmileLikeAsh","0","0",""@Burberry: Front row at #Burberry with @Harry_Styles, @NaomieHarris and Mario Testino #LFW https://t.co/koAyEufA2v" HAAAAARRY","435424806012723200","","-1","-1","en","Twitter for Android","1927622323","145960","f",
		"146121","2014-02-17 14:45:39.135","2014-02-17","nthng27","0","0","Caraaaaaaa "@Burberry: British model @Caradelevingne closes the #Burberry show #LFW http://t.co/g6iQEVpIce"","435424811854987267","","-1","-1","en","Twitter for BlackBerry","1707396176","146121","f",
		"155955","2014-02-17 14:47:46.464","2014-02-17","bandana_H","0","0","aaaw harry at burberry
#perfect","435425346163585024","","-1","-1","en","Twitter for Android","2185072008","155955","f",
		"157916","2014-02-17 14:48:11.337","2014-02-17","shanicemarrissa","0","0","@Burberry CARAAAAAAAAAAAAAAAAAA OMG I LOVE HER.","435425449473093632","Burberry","435418256976142338","47459700","sv","Web","1024744260","77017","f",
		"161888","2014-02-17 14:54:49.689","2014-02-17","MegatrollMega","0","0","@Burberry ¿JAJA, PERO GRITAN LO DE !ALFOOOOOMBRAAAAAA!!! O NO? #MEGAHUMOR","435427120592867329","Burberry","435418256976142338","47459700","es","Web","1098303745","77017","f",
		"162593","2014-02-17 14:57:34.947","2014-02-17","charxdeezus","0","0","“@Burberry: British musician @Harry_Styles arrives at the #Burberry Prorsum A/W14 show #LFW http://t.co/xVXTMGX8Ed” yaaaaas 😍","435427812603076609","Burberry","435412484443619328","47459700","en","Twitter for iPhone","2290186739","75090","f",
		"162797","2014-02-17 14:57:59.14","2014-02-17","narryriot","0","0","“@1DUpdatesOnline: Harry at the front row at Burberry Fashion Show #24 http://t.co/8La0BD87Xc” caraaaaaa","435427915065331713","1DUpdatesOnline","435427653013610497","591661900","en","Twitter for iPhone","541185256","162487","f",
		"163477","2014-02-17 15:00:00.131","2014-02-17","Laurenthecat","0","0","@Burberry @Giannnnaaaaa @Harry_Styles 😛🌽🍌👅💥🛀💥💥🍌🍌🌽 boom","435428402145685504","Burberry","435412484443619328","47459700","und","Twitter for iPhone","49959693","75090","f",
		"163733","2014-02-17 15:01:02.364","2014-02-17","agonzalesvigil","0","0","@vaniamitre waaa I know!! Burberry front row 😍😍😍😍😭😭😭😭","435428683730280448","vaniamitre","435428030920421376","1909452488","en","Twitter for iPhone","49119049","184013","f",
		"164871","2014-02-17 15:05:19.618","2014-02-17","EleanorBased","0","0","@SpectrumStyles He's so cute though. It's just cause he's a model for burberry, what a baaaabe.","435429762559778816","SpectrumStyles","435429022449676288","167816232","en","Twitter for Android","156118719","184211","f",
		"165295","2014-02-17 15:07:08.06","2014-02-17","zaynsteer","0","0","“@LatestAbout1D: NEW PIC: Harry at the Burberry Fashion show #30 http://t.co/CI0po07rZw” wooaaaahhhh","435430215922515968","LatestAbout1D","435423537437097984","718959373","en","Twitter for iPhone","547551106","123966","f",
		"166170","2014-02-17 15:11:13.7","2014-02-17","lovexx100","0","0","“@Burberry: Layered silhouettes for #Burberry Prorsum A/W14 #LFW http://t.co/orirGpqPd7”

ana!!
kyaaa❤️","435431246076723201","Burberry","435430847605649408","47459700","en","Twitter for iPhone","2160396572","166170","f",
		"167621","2014-02-17 15:18:11.547","2014-02-17","I_am_JaneKo","0","0","@Burberry @Caradelevingne still caraaaaaa <3","435432999602384897","Burberry","435417722974113792","47459700","en","Twitter for Android","796063063","82322","f",
		"170202","2014-02-17 15:36:12.538","2014-02-17","xjniallismine","0","0","@Jamiebower @matilda_lowther @Burberry haaarryy styleeees","435437535003951104","Jamiebower","435436661359783936","21211181","nl","Twitter for Android","531391126","169300","f",
		"172293","2014-02-17 15:45:53.455","2014-02-17","yunGwAnNG","0","0","“@kelseyelenaaa: “@Burberry: Pigmented hues and graphic prints backstage at the #Burberry A/W14 show #LFW http://t.co/nv8STLVQjy” 😯”😎👌","435439969386369025","kelseyelenaaa","435439442929922048","279615564","en","Twitter for iPhone","50669371","172287","f",
		"174418","2014-02-17 15:53:15.945","2014-02-17","embracinglirry","0","0","“@Burberry: Personalised ponchos for the #Burberry Prorsum A/W14 finale #LFW http://t.co/uRHCidQH24” Caraaaaa","435441827442073600","Burberry","435418256976142338","47459700","en","Twitter for iPhone","1549262204","77017","f",
		"174634","2014-02-17 15:54:01.473","2014-02-17","yunGwAnNG","0","0","@kelseyelenaaa http://t.co/QgfhqRJEGH 🙌","435442018123513856","kelseyelenaaa","435440297448062976","279615564","und","Twitter for iPhone","50669371","172287","f",
		"174939","2014-02-17 15:55:47.572","2014-02-17","blackhunchback","0","0","“@1DSlovakia_: #NEW #HQ | Harry at the Burberry show - 17.02.2014 (71) http://t.co/eaaAMpCJek” non ci stiamo capendo.","435442463533465600","1DSlovakia_","435440692404318208","552907561","en","Twitter for iPad","602652556","173061","f",
		"177369","2014-02-17 16:08:01.431","2014-02-17","larrys_vagina","0","0","“@LatestAbout1D: NEW HQ PIC: Harry at the Burberry Fashion show #34 http://t.co/XO4ckvOnaH” CARAAAAA","435445541179502592","LatestAbout1D","435425250801905664","718959373","en","Twitter for iPhone","706511022","154357","f",
		"177703","2014-02-17 16:09:05.992","2014-02-17","1D_2infinity","0","0","“@Go1DenUpdates: HQ Harry at the Burberry show today, Feb 17  http://t.co/hbTaaATXew”","435445811473031168","Go1DenUpdates","435445471255855104","606121144","en","Twitter for iPhone","94011029","177581","f",
		"178538","2014-02-17 16:13:00.123","2014-02-17","AnnsRzky","0","0","“@The1DNotice: Harry today at the Burberry show (17/02/14) #13 -d http://t.co/sHzvdRdP1u”he looks hot daaaamn","435446792335810561","The1DNotice","435418635893739520","502188176","en","Twitter for iPhone","99426804","184328","f",
		"5155","2014-02-10 08:22:02.926","2014-02-10","ScotRail","0","0","@gemzaaa Hi, yes this service is running however is a few mins late.","432791555045597184","gemzaaa","432787705429495809","52563908","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","5023","t",
		"183529","2014-02-18 18:56:01.209","2014-02-17","AniqahC","0","0","@Salma_Begum @BritishVogue @Burberry yaaaaay thank you :3","435408860208451584","Salma_Begum","435407488385818624","42246735","en","Twitter for iPhone","1849667018","185483","f",
		"183894","2014-02-18 19:06:00.566","2014-02-17","scivolodinuovo","0","0","@Beaaa_m aiuto.","435426000210378752","Beaaa_m","435424337047195648","826884187","it","Web","2317235215","185586","f",
		"184829","2014-02-18 19:30:02.359","2014-02-17","coolbreeeze_","0","0","@thewrongshoes @fortymaliks saaaame","435433688864935937","thewrongshoes","435431398288408576","17698263","et","iOS","25129607","185657","f",
		"185540","2014-02-18 19:48:01.105","2014-02-17","moreofmegan","0","0","@maddierosebird its the brits and london fashion week when we go to london, greaaaaat its going to be busyyyyyy","435424854141976576","maddierosebird","-1","282148944","en","Web","230162512","185540","f",
		"186296","2014-02-18 20:04:02.532","2014-02-14","furruzzia","0","0","@Harry_Styles harry olaaa","434303788162109440","furruzzia","433945421971734528","1229650868","tr","Twitter for iPhone","1229650868","186390","f",
		"186562","2014-02-18 20:14:00.848","2014-02-17","dougfeatme","0","1","@DougIsMineBITCH booooooom diaaa vida","435389435333840896","DougIsMineBITCH","435359289293541377","425280987","pt","<a href="https://twitter.com/download/android" rel="nofollow">Twitter for  Android</a>","331907538","186600","f",
		"186600","2014-02-18 20:16:00.727","2014-02-17","DougIsMineBITCH","0","0","@dougfeatme boooooooooooom diaaaaaaaaaaa darlin'","435359289293541377","dougfeatme","-1","331907538","pt","Web","425280987","186600","f",
		"187747","2014-02-18 22:12:00.955","2014-02-10","NARRYFAP","0","0","@Harry_Styles now that you're back in england, didn't you just love having your sunday roast after aaaages?","432683534369558528","NARRYFAP","432683128474185728","1521427045","en","Twitter for iPhone","1521427045","187759","f",
		"190709","2014-02-18 23:41:03.969","2014-02-18","DomJonees","0","0","@imTipzy He proper caught Messi! What a twat he lost them the game! #ThingsFasterThanDemichelis 
Me Yayayayyaaaa!!!!","435921943586676736","imTipzy","435921478064676865","592895271","en","Twitter for Android","1935876462","190594","f",
		"191875","2014-02-19 00:07:38.037","2014-02-19","djhopkins1996","0","0","“@fishaaa: #ThingsFasterThanDemichelis finding Madeline McCann in hide and seek” @Finnaldinio haha","435928627570827264","fishaaa","435917367219339265","373350830","en","Twitter for iPhone","234896178","191871","f",
		"193766","2014-02-19 01:03:40.66","2014-02-19","simon_mc21","0","0","@Davey_XO yeaaaaaa, drake gon sue us haha just swanging #lastone #mybad","435942111654195200","Davey_XO","435941895408484352","44248823","en","Twitter for Android","261031868","193687","f",
		"194592","2014-02-19 01:33:51.03","2014-02-18","IanFeerick","1","0","U21...... AAAAAAAAAAAAAAAAA","435895002145628160","","-1","-1","sv","Web","412504609","194592","f",
		"195069","2014-02-19 01:56:41.624","2014-02-19","Atiq_Alom","0","0","@mashaaa69 #ThingsFasterThanDemichelis http://t.co/PQWtDJipKx","435956073363546112","mashaaa69","435946699664916480","226297873","de","Web","2306097538","195066","f",
		"195403","2014-02-19 02:20:00.663","2014-02-04","Harryboo_x","1","0","@katie_dunleyxx I am baaaddddd at Maths really bad. Xx ily","430796578241400832","katie_dunleyxx","430788966905044994","253124476","en","Twitter for Android","131123546","195429","f",
		"195768","2014-02-19 02:45:02.074","2014-02-19","LiamLemox7","0","0","@mcreilly68 @AStripeBlue22 @TheoIsSoCool Yaaay I'll see you at the luncheon #Greenisnotacreativecolor #FidelCastro","435967841435926528","mcreilly68","435967159391760384","1473124848","en","Twitter for iPhone","2342438607","195768","f",
		"197493","2014-02-19 04:24:00.924","2014-02-01","NARRYFAP","0","0","@Harry_Styles HAAAAAAAPPYYYYY BIIIIIRTHDAYYYY HAAAAARRRYYYYY","429646395037863936","NARRYFAP","429646333222191105","1521427045","en","Twitter for iPhone","1521427045","197502","f",
		"197502","2014-02-19 04:26:00.686","2014-02-01","NARRYFAP","0","0","@Harry_Styles HAAAAAAAAAAPPY BIIIIIIIIIIRTHDAAAAAAAY HAAAAAAAARRYYYYYYY","429646333222191105","NARRYFAP","429646255048757248","1521427045","en","Twitter for iPhone","1521427045","197510","f",
		"199091","2014-02-19 06:35:00.64","2014-02-19","OmzBoyAli","0","0","@adeeeliooo fill me in maaan 😩i feel like cold chips atm","435928801588293632","adeeeliooo","435928685615808512","1031479152","en","Twitter for Android","958368793","199084","f",
		"199099","2014-02-19 06:35:00.661","2014-02-19","OmzBoyAli","0","0","@adeeeliooo oii naaaaa all this happened while I was gone? Whats the snake pic and HOW badly violated?","435929599831449600","adeeeliooo","435929146330738688","1031479152","en","Twitter for Android","958368793","199084","f",
		"201861","2014-02-19 10:17:24.338","2014-02-19","ELyricist","0","0","@Ryaaan_Corbett #g2014 http://t.co/OIW4JeiKYX","436082082247221248","Ryaaan_Corbett","430104933141348352","1163317093","vi","Web","2333467956","201858","f",
		"202937","2014-02-19 11:10:54.764","2014-02-19","YeWeeStoater","0","0","@GinaAAlexander @VHSComms Big Wave Gina, unfortunately not attending @gatherscotland  this year so following #G2014 Enjoy ;-)","436095547493998592","GinaAAlexander","436090705229123584","280964978","en","Web","199209536","202931","f",
		"205077","2014-02-19 12:03:27.69","2014-02-19","antnich","0","0","@CaptGreybeard @MasterCardUK How about a little bit of BLOOAAARRGHHHH?
#PricelessSurprises","436108771731849216","CaptGreybeard","436107384881020928","20387553","en","Web","49640097","205072","f",
		"205577","2014-02-19 12:14:59.828","2014-02-18","mariagarridoc97","0","1","@arcaslay95 Buenaaaas nocheeeees! ^^","435581529532932096","Arcaslay95","-1","1130968262","es","Twitter for Android","601818301","205577","f",
		"209254","2014-02-19 13:51:02.511","2014-02-19","Benshaw1992H","0","0","“@AdeleAdjchkawla: #ThingsFasterThanDemichelis this girls game of hide and seek http://t.co/4lg7AFie2v” HAHAHAHAHHAHAHAHHAAA OMGGGG","436135847994601472","AdeleAdjchkawla","436111594519805952","812962442","en","Twitter for iPhone","2150113367","206285","f",
		"209814","2014-02-19 14:17:22.968","2014-02-19","Nanu_Payne","0","0","@IISuperwomanII kithe ho yaaar.....!!! Memo please bulalo aaapse Milne !!! #SuperwomanToMumbai it would be #PricelessSurprises","436142477058527232","IISuperwomanII","435909205820588032","210238655","en","Twitter for Android","254156807","205552","f",
		"210091","2014-02-19 14:29:22.93","2014-02-19","MathMorrison","1","0","@GavinMatthews2 Its you.......in London......waaaaa!","436143061937037312","GavinMatthews2","436142449191571456","347144884","en","Web","221730413","210087","f",
		"210583","2014-02-19 14:55:43.365","2014-02-19","sophross","0","0","“@KellyPhilps: #brits2014 #pricelesssurprises PLEAAAASSSE !! 😩👏 http://t.co/jBddAJ61Ch” @MasterCardUK 🙏🙏","436152123076923392","KellyPhilps","436151837390274560","22057537","fr","Twitter for iPhone","22824556","210577","f",
		"210577","2014-02-19 14:55:43.323","2014-02-19","KellyPhilps","0","0","#brits2014 #pricelesssurprises PLEAAAASSSE !! 😩👏 http://t.co/bVigKryHBD","436151837390274560","","-1","-1","fr","Twitter for iPhone","22057537","210577","f",
		"210725","2014-02-19 15:01:03.176","2014-02-19","anitathetweeter","0","3","This is baaaaad PR "@pressgazette: Thanks to @ThatTimWalker for blowing whistle on @BritAwards coverage demands http://t.co/CimKd5ZaC8”","436084878682386432","pressgazette","436079790937096192","1417251","en","Twitter for iPhone","394862363","210719","f",
		"212648","2014-02-19 16:46:58.245","2014-02-19","chrisleMad","0","0","“@FootyHumour: #ThingsFasterThanDemichelis http://t.co/tCNYMvhxO1” haaaaaaahahahahahahaaaahahahahahaaahahhahahah!!!!!","436180122098749440","FootyHumour","435888252068048896","471436748","it","Twitter for iPhone","453262129","188188","f",
		"212945","2014-02-19 16:52:26.319","2014-02-19","Nanu_Payne","0","0","@IISuperwomanII lilly meri jungli billi !! Gimmme the tickets to meet yaaa !!l Puhlezzz !!! It would be an #PricelessSurprises for my bday !","436181498081734657","IISuperwomanII","435909205820588032","210238655","en","Twitter for Android","254156807","205552","f",
		"216490","2014-02-19 19:15:37.304","2014-02-19","HSmithSki","0","0","@GrantKirby52 Naaah mate","436216678247301120","GrantKirby52","436216586786328576","1013562176","fr","Twitter for iPhone","66083882","216462","f",
		"216979","2014-02-19 19:42:51.703","2014-02-19","DJGuess_CKong","0","0","@MasterCardUK @Beyonce #PricelessSurprises #BRITs2014 yeaaaaah soon at?","436224384697511936","MasterCardUK","436212572782489600","409176513","en","Twitter for BlackBerry","154368876","216972","f",
		"219948","2014-02-19 21:46:19.295","2014-02-19","FlorrieA","0","0","@MasterCardUK @BRITAwards @Beyonce #PricelessSurprises would be amaaaazing!","436255455963521024","MasterCardUK","436255182129606656","409176513","en","Twitter for iPhone","335398561","219899","f",
		"220002","2014-02-19 21:46:42.83","2014-02-19","yazmate","0","0","@gracemarlon wouldn't it just! I would stalk harry styles all night hahaaaa","436239256542269441","gracemarlon","436239002107404289","85818197","en","Twitter for Android","781042772","219999","f",
		"220333","2014-02-19 21:54:48.396","2014-02-19","buzOrgan","0","0","@PLHeloise Il est magnifique, hein?! *bave* lol En plus, avec cette pub #PricelessSurprises.. cmt il est sapé, waaaaah <3","436257589043953664","PLHeloise","436256335643312128","68121198","fr","Web","2159305770","220325","f",
		"223685","2014-02-20 05:34:37.668","2014-02-20","erikadziuba","0","0","@MasterCard @iHeartRadio #PricelessSurprises  send a lil love my waaay please and thankyou","436373310444953600","MasterCard","436247366044090368","75014376","en","Twitter for Android","459825232","218819","f",
		"224361","2014-02-20 08:23:27.828","2014-02-20","BearBiker1972","0","0","@ScotRail @crg_1 hahaaaa, never mind that, who says "dismount" nowadays? #VICTORIANPLATFORMSTAFF #HANDLEBARMOUSTACHE","436415799700766720","ScotRail","436412156855463936","61569136","en","Web","304531836","224309","f",
		"225429","2014-02-20 12:14:38.336","2014-02-19","kiemcbride16","0","0","@alex_bannister buzzzzzing youuuuukiddddddaaaaaaa #hattrickbanni","436215011191816192","alex_bannister","436197241662210048","408757854","en","Twitter for iPad","245520189","225424","f",
		"226455","2014-02-20 15:20:59.479","2014-02-20","RebeccaBx","0","0","@MasterCardUK @Beyonce @TheO2 #PricelessSurprises pleaaaase😘","436520860439281664","MasterCardUK","436477176179748864","409176513","en","Twitter for iPhone","49413896","225515","f",
		"229432","2014-02-21 02:37:22.625","2014-02-21","KCSoSweet24","0","0","@diasaah17 whaaaaat? What I say? 😏😉😁 well he did especially when he called me baby!! 🙌🙌🙌🙌","436689005384859648","diasaah17","436688256487673856","91933906","en","Twitter for iPhone","557458854","229424","f",
		"230439","2014-02-21 10:43:51.409","2014-02-21","EndoWench","0","0","@Peskelaaaar @KellForLeather I've not watched it yet, I didn't get far with Psychoville! Great to see Reece in #HouseOfFools tho :D","436813504461701121","Peskelaaaar","436523922113454080","246226281","en","Echofon - http://www.echofon.com/","1244238613","230439","f",
		"231973","2014-02-21 17:23:38.66","2014-02-21","QueenCityRockr","0","0","“@MasterCard: Random acts of #Priceless: offer to help a coworker today! #PricelessSurprises” yeaaaaa plus it's Friday, so why not?!","436914116913922048","MasterCard","436910701487996929","75014376","en","Twitter for iPad","1232126287","231883","f",
		"240896","2014-02-25 08:05:15.466","2014-02-25","aliciahyams","0","0","@MasterCardUK @Beyonce please please pleaaaaaaaaaase #PricelessSurprises 👑🐝","438223152385384449","MasterCardUK","438222803771613184","409176513","en","Twitter for iPhone","70926295","240872","f",
		"241509","2014-02-25 09:39:15.77","2014-02-25","littlemissmim81","0","0","@MasterCardUK @Beyonce  Pleaaaasssseee pick me! #PricelessSurprises","438246809572745216","MasterCardUK","438222803771613184","409176513","en","Web","425005230","240872","f",
		
