id,time_stamp,created_at,author,favourite_count,re_tweeet_count,text,original_tweet_id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,iso_language_code,source,user_id,conversation_id,stake_holder,
		"8884","2014-02-11 06:38:01.148","2014-02-11","nesssaintee","0","0","RT @trafficscotland: Dumfries&Galloway: Horizontal rain on the #A76. Take it easy and drive to the road conditions. http://t.co/MralQa77uh","433127764762574848","","-1","-1","en","Twitter for iPhone","286301585","","f",
		"8890","2014-02-11 06:38:12.025","2014-02-11","Angie_SMMonster","0","0","RT @trafficscotland: Dumfries&Galloway: Horizontal rain on the #A76. Take it easy and drive to the road conditions. http://t.co/MralQa77uh","433127810329497600","","-1","-1","en","Twitter for Android","219405933","","f",
		"8896","2014-02-11 06:38:14.947","2014-02-11","nesssaintee","0","0","RT @BBCScotWeather: Morning, Chris here. Wet/windy start for many. Lighter through C.Belt. Snow to the hills/high ground and high-level roa…","433127822677532672","","-1","-1","en","Twitter for iPhone","286301585","","f",
		"8900","2014-02-11 06:38:15.92","2014-02-11","jamiest25379744","0","0","@BBCScotWeather hold on! Spoke too soon Chris...cue the eurythmics song...here comes the rain again!!","433127826787938304","BBCScotWeather","-1","300266772","en","<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>","1849458769","","f",
		"8904","2014-02-11 06:38:18.083","2014-02-11","SteamPrepp","0","0","RT @BBCScotWeather: Morning, Chris here. Wet/windy start for many. Lighter through C.Belt. Snow to the hills/high ground and high-level roa…","433127835793104896","","-1","-1","en","Twitter for Android","14771857","","f",
		"8908","2014-02-11 06:38:42.244","2014-02-11","nesssaintee","0","0","RT @trafficscotland: Stirling: #A85 not looking great either... Stay safe. #scottishweather
Here's the view at Glen Ogle: http://t.co/Mr4bd…","433127937119117313","","-1","-1","en","Twitter for iPhone","286301585","","f",
		"8915","2014-02-11 06:38:45.759","2014-02-11","Angie_SMMonster","0","0","RT @trafficscotland: Stirling: #A85 not looking great either... Stay safe. #scottishweather
Here's the view at Glen Ogle: http://t.co/Mr4bd…","433127951434272768","","-1","-1","en","Twitter for Android","219405933","","f",
		"8922","2014-02-11 06:39:00.223","2014-02-11","SteamPrepp","0","0","RT @trafficscotland: Dumfries&Galloway: Horizontal rain on the #A76. Take it easy and drive to the road conditions. http://t.co/MralQa77uh","433128012553666560","","-1","-1","en","Twitter for Android","14771857","","f",
		"8942","2014-02-11 06:44:00.329","2014-02-11","trafficscotland","0","0","Strathclyde: Traffic busy but moving over the #Erskine bridge - no reported delays at the moment though! http://t.co/s8iFrZJHaQ","433129269665857537","","-1","-1","en","Web","20106985","","t",
		"8947","2014-02-11 06:45:22.081","2014-02-11","trafficscotland","0","0","A1 A6093 Haddington - Thistly Cross - High winds, All lanes restricted in both directions indefinitely http://t.co/NLV8IR1SXn #TSIncident","433129614106722304","","-1","-1","en","<a href="http://trafficscotland.org/" rel="nofollow">TrafficScotland</a>","20106985","","t",
		"14017","2014-02-11 19:46:14.01","2014-02-11","trafficscotland","0","0","@andycowan2013 Yes things are snowy up there Andy","433326122789396480","andycowan2013","433325729053302784","20324021","en","Web","20106985","","t",
		"8860","2014-02-11 06:26:25.764","2014-02-11","BBCScotWeather","0","0","@jamiest25379744 Morning! It's just out west at the mo' and is on its way. However, wind the direction means we'll see some shelter this AM.","433124848018001920","jamiest25379744","433124467829923840","1849458769","en","Web","300266772","8837","t",
		"8864","2014-02-11 06:27:57.889","2014-02-11","jamiest25379744","0","0","@BBCScotWeather as long as it's not snow...off to East Kilbride today...it's always freezing up there at best of times!!","433125234494177280","BBCScotWeather","433124848018001920","300266772","en","<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>","1849458769","8837","f",
		"8928","2014-02-11 06:40:45.631","2014-02-11","BBCScotWeather","0","0","@jamiest25379744 You'll probably see a bit of snow later on in EK. Well sleet or snow showers. Most likely mid-afternoon onwards. Chris.","433128454536437761","jamiest25379744","433125234494177280","1849458769","en","Web","300266772","8837","t",
		"8932","2014-02-11 06:42:20.702","2014-02-11","jamiest25379744","0","0","@BBCScotWeather Joy!!!","433128853423542272","BBCScotWeather","433128454536437761","300266772","en","<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>","1849458769","8837","f",
		"8938","2014-02-11 06:42:42.833","2014-02-11","makapala","0","0","@trafficscotland how's Drumochter looking?","433128945777922048","trafficscotland","433124468517376000","20106985","en","Twitter for iPhone","55343910","8848","f",
		"8952","2014-02-11 06:45:43.327","2014-02-11","trafficscotland","0","0","@makapala Morning Dave - not looking great to be honest... #A9.. Claire. http://t.co/g1Pj03xYth","433129702086033408","makapala","433128945777922048","55343910","en","Web","20106985","8848","t",
		"8958","2014-02-11 06:53:11.322","2014-02-11","stewspark","0","0","@BBCScotWeather snow in Dunoon .. Help ma boab ! That wasn't part of the deal Chris","433131582199959552","BBCScotWeather","433123713542676480","300266772","en","<a href="https://twitter.com/download/android" rel="nofollow">Twitter for  Android</a>","158852635","8837","f",
		"8968","2014-02-11 06:54:00.481","2014-02-11","makapala","0","0","@trafficscotland haha no pics i'm afraid. my phone will be off. #professionaldriver","433131788308058112","trafficscotland","433131671924142080","20106985","en","Twitter for iPhone","55343910","8962","f",
		"8962","2014-02-11 06:53:32.723","2014-02-11","trafficscotland","0","0","@makapala let us know how it's looking... We love a picture! :) Claire.","433131671924142080","makapala","433130901321809920","55343910","en","Web","20106985","8848","t",
		"8977","2014-02-11 06:58:22.575","2014-02-11","dk3nn3dy","0","0","RT @trafficscotland: Stirling: #A85 not looking great either... Stay safe. #scottishweather
Here's the view at Glen Ogle: http://t.co/Mr4bd…","433132887828094976","","-1","-1","en","<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>","256945929","","f",
		"8984","2014-02-11 07:00:17.524","2014-02-11","trafficscotland","0","0","Perth: Ongoing works on the #A9 - contraflow between Broxden and Inveralmond RBs in aid of #A85 Creiff Overbridge works.","433133369870659586","","-1","-1","en","Web","20106985","","t",
		"8989","2014-02-11 07:01:03.641","2014-02-11","ScotRail","0","0","Good Morning - Don't forget to check http://t.co/Dv3KGGuL8F before you travel :)","433133563379470336","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"8997","2014-02-11 07:02:21.012","2014-02-11","trafficscotland","0","0","#Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtravel","433133851460632576","","-1","-1","en","Web","20106985","","t",
		"9003","2014-02-11 07:02:21.045","2014-02-11","phantom8999","0","0","RT @ScotRail: Good Morning - Don't forget to check http://t.co/Dv3KGGuL8F before you travel :)","433133887917940736","","-1","-1","en","Twitter for Android","1294427821","","f",
		"9012","2014-02-11 07:02:51.209","2014-02-11","parkhead01","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433134014447501312","","-1","-1","en","Web","383419451","","f",
		"9019","2014-02-11 07:03:23.593","2014-02-11","Jenaldinho7","0","0","@ScotRail how come your trains are scared of the rain?","433134150393266176","ScotRail","-1","61569136","en","Twitter for iPhone","186590449","","f",
		"9023","2014-02-11 07:04:32.569","2014-02-11","SarahLouSelly","0","0","@trafficscotland how's the #a9 between stirling and pitlochry?","433134439678615552","trafficscotland","-1","20106985","en","Twitter for Android","371246094","","f",
		"9028","2014-02-11 07:04:38.441","2014-02-11","KcpLtdUK","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433134464370483200","","-1","-1","en","Web","471864179","","f",
		"9035","2014-02-11 07:04:39.365","2014-02-11","checkedshoes","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433134468204077056","","-1","-1","en","Twitter for iPhone","98440991","","f",
		"9042","2014-02-11 07:04:59.968","2014-02-11","marie_kate2","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433134554615136257","","-1","-1","en","Web","64274469","","f",
		"9049","2014-02-11 07:05:46.591","2014-02-11","Glasgowly","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433134750157791232","","-1","-1","en","<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>","430831789","","f",
		"9060","2014-02-11 07:06:03.275","2014-02-11","gordonmckinlay","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433134819892277248","","-1","-1","en","<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>","36813","","f",
		"9067","2014-02-11 07:06:29.137","2014-02-11","RadioSaltire","0","0","RT @trafficscotland: A1 A6093 Haddington - Thistly Cross - High winds, All lanes restricted in both directions indefinitely http://t.co/NLV…","433134928558292992","","-1","-1","en","<a href="http://radiosaltire.org" rel="nofollow">RS-Retweets</a>","848110753","","f",
		"9073","2014-02-11 07:07:13.873","2014-02-11","RayMonaghan86","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433135116068855808","","-1","-1","en","Web","290530811","","f",
		"9085","2014-02-11 07:07:25.755","2014-02-11","KcpLtdUK","0","0","@ScotRail link not working -any issues with #snow for Glasgow to Thurso line today?","433135165980692480","ScotRail","-1","61569136","en","Web","471864179","","f",
		"9090","2014-02-11 07:07:26.072","2014-02-11","cobaltmale","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433135167449092096","","-1","-1","en","Twitter for Android","7424492","","f",
		"9101","2014-02-11 07:08:03.476","2014-02-11","CowleyJoe","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433135324328636416","","-1","-1","en","Twitter for iPhone","437901983","","f",
		"9108","2014-02-11 07:08:22.456","2014-02-11","trafficscotland","0","0","Strathclyde - Weather, Road usersare advised to drive with care due tothe risk ofsnow and... http://t.co/NGeCd6ga8g #TSIncident","433135403873632256","","-1","-1","en","<a href="http://trafficscotland.org/" rel="nofollow">TrafficScotland</a>","20106985","","t",
		"9113","2014-02-11 07:09:01.845","2014-02-11","LPearsonSmith","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433135569049509888","","-1","-1","en","Twitter for Android","20699398","","f",
		"9120","2014-02-11 07:09:04.714","2014-02-11","NWTrunkRoads","0","0","RT @trafficscotland: Highlands: #A9 #Kessock works on-going - leave a little extra time for your journey - particularly travelling South th…","433135581154246656","","-1","-1","en","Twitter for iPhone","278547602","","f",
		"8993","2014-02-11 07:02:03.435","2014-02-11","BBCScotWeather","0","0","@stewspark Is settling Stewart? It *should* be fairly transient.","433133813976166400","stewspark","433131582199959552","158852635","en","Web","300266772","8837","t",
		"9008","2014-02-11 07:02:31.077","2014-02-11","ScotRail","0","0","@CrossJonny Hi, I am sorry to hear that. Please contact Customer Relations on 0845 601 5929 with full details and they can assist you.","433133930116833280","CrossJonny","433000714210902016","465825100","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","8564","t",
		"9056","2014-02-11 07:05:47.628","2014-02-11","stewspark","0","0","@BBCScotWeather turning slushy now Chris .. 2 C","433134754532429824","BBCScotWeather","433133813976166400","300266772","en","<a href="https://twitter.com/download/android" rel="nofollow">Twitter for  Android</a>","158852635","8837","f",
		"9080","2014-02-11 07:07:20.511","2014-02-11","trafficscotland","0","0","@SarahLouSelly Morning! No incidents, looking a bit snowy around Auchterarder - take it easy&leave in plenty time.. http://t.co/LvhPBL7av4","433135140345110528","SarahLouSelly","433134439678615552","371246094","en","Web","20106985","9023","t",
		"9097","2014-02-11 07:07:41.834","2014-02-11","ScotRail","0","0","@darrenmowat Hi, if it is the first time you have lost it then you only have to pay a £10.00 admin fee.","433135233366786048","darrenmowat","433030455483727872","43998249","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","8715","t",
		"9126","2014-02-11 07:09:05.574","2014-02-11","columbastrail","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433135584828473344","","-1","-1","en","Twitter for Android","23946736","","f",
		"9133","2014-02-11 07:09:15.953","2014-02-11","NWTrunkRoads","0","0","RT @trafficscotland: I passed 2 @BEAR_Scotland gritters on my travels this morning... Did you spot any out and about? http://t.co/vAvRjOTvVp","433135628201754624","","-1","-1","en","Twitter for iPhone","278547602","","f",
		"9143","2014-02-11 07:12:29.369","2014-02-11","ScotTranserv","0","0","RT @trafficscotland: Strathclyde - Weather, Road usersare advised to drive with care due tothe risk ofsnow and... http://t.co/NGeCd6ga8g #T…","433136439568920576","","-1","-1","en","Web","1244204312","","f",
		"9149","2014-02-11 07:12:31.844","2014-02-11","trafficscotland","0","0","RT @AyrshireEPolice: Parts of East Ayrshire waking up to snow this morning.  A77/M77 affected too.  Further wintry showers to come. Please …","433136449597489152","","-1","-1","en","Web","20106985","","t",
		"9153","2014-02-11 07:13:11.785","2014-02-11","trafficscotland","0","0","RT @ScotGritting: Guys are reporting some snow around Inverclyde, mainly away from the coast

Glasgow has rain with a pickle of wet snow on…","433136490030575617","","-1","-1","en","Web","20106985","","t",
		"9162","2014-02-11 07:13:59.927","2014-02-11","ScotTranserv","0","0","RT @trafficscotland: Dumfries&Galloway: Horizontal rain on the #A76. Take it easy and drive to the road conditions. http://t.co/MralQa77uh","433136819375702016","","-1","-1","en","Web","1244204312","","f",
		"9168","2014-02-11 07:14:38.758","2014-02-11","trafficscotland","0","0","A1 A6093 Haddington - Thistly Cross - High winds, All lanes restricted in both directions indefinitely has been cleared. #TSIncident","433136982320250880","","-1","-1","en","<a href="http://trafficscotland.org/" rel="nofollow">TrafficScotland</a>","20106985","","t",
		"9172","2014-02-11 07:14:49.198","2014-02-11","Pen_cefn","0","0","@BBCTravelScot Snow falling in East Rens. Slush on roads including A736 south of Barrhead. #snow","433137026008088576","BBCTravelScot","-1","133322750","en","Twitter for Android","405427103","","f",
		"9177","2014-02-11 07:17:23.112","2014-02-11","trafficscotland","0","0","Angus: #A90 NB at Stracathro - inside lane is blocked due to a broken down van - take care on approach.","433137671532077057","","-1","-1","en","Web","20106985","","t",
		"9181","2014-02-11 07:20:12.417","2014-02-11","trafficscotland","0","0","Did you know you can check journey time on our website? Have a go!
http://t.co/BkzgsekXwk","433138381615165441","","-1","-1","en","Web","20106985","","t",
		"9185","2014-02-11 07:20:34.612","2014-02-11","BBCTravelScot","0","0","police report breakdown nbound A90 at Stracathro - blocking the inside lane - this section of road is unlit, so watch the approach..","433138474657394688","","-1","-1","en","Web","133322750","","t",
		"9188","2014-02-11 07:20:36.703","2014-02-11","MarkF1874","0","0","RT @trafficscotland: Did you know you can check journey time on our website? Have a go!
http://t.co/BkzgsekXwk","433138483579068416","","-1","-1","en","Twitter for iPhone","288379772","","f",
		"9193","2014-02-11 07:20:52.716","2014-02-11","trafficscotland","0","0","Strathclyde: #Erskine Bridge - delays of 10 mins from the #M8 St James on to the bridge.","433138550674960384","","-1","-1","en","Web","20106985","","t",
		"9198","2014-02-11 07:21:27.868","2014-02-11","danielcatucci1","0","0","RT @trafficscotland: Strathclyde: #Erskine Bridge - delays of 10 mins from the #M8 St James on to the bridge.","433138698083762176","","-1","-1","en","Twitter for iPhone","902631500","","f",
		"9204","2014-02-11 07:21:50.687","2014-02-11","trafficscotland","0","0","Highlands: #A9 #Kessock Bridge now picking up delays of 20 minutes Southbound. http://t.co/1cqjVQ73rg","433138792535318528","","-1","-1","en","Web","20106985","","t",
		"9210","2014-02-11 07:21:57.469","2014-02-11","danielcatucci1","0","0","RT @trafficscotland: Highlands: #A9 #Kessock Bridge now picking up delays of 20 minutes Southbound. http://t.co/1cqjVQ73rg","433138822142902273","","-1","-1","en","Twitter for iPhone","902631500","","f",
		"9217","2014-02-11 07:23:31.872","2014-02-11","BBCTravelScot","0","0","A9 Kessock Bridge has a contraflow in place  as well as a speed limit - looking at 20 minute delays at the moment..","433139218177474560","","-1","-1","en","Web","133322750","","t",
		"9220","2014-02-11 07:24:51.996","2014-02-11","lisamcatear2211","0","0","@ScotRail are the trains between Glasgow and Johnstone running on time?!","433139553780908032","ScotRail","-1","61569136","en","Twitter for iPhone","276698376","","f",
		"9224","2014-02-11 07:25:24.304","2014-02-11","soojam","0","0","@trafficscotland quite bad driving conditions with snow from West Kilbride to Dalry, slow and steady driving required!","433139684588662784","trafficscotland","-1","20106985","en","Twitter for iPhone","21020966","","f",
		"9237","2014-02-11 07:27:15.311","2014-02-11","trafficscotland","0","0","Stirlingshire: #A82 at #Tyndrum looking snowy.","433140155445022720","","-1","-1","en","Web","20106985","","t",
		"9242","2014-02-11 07:27:55.481","2014-02-11","soojam","0","0","@trafficscotland petrol station at Beith out of Diesel and normal petrol, only has ultimate petroleum available on 2 pumps! #shoddy","433140324014514176","trafficscotland","-1","20106985","en","Twitter for iPhone","21020966","","f",
		"9255","2014-02-11 07:29:13.098","2014-02-11","coachdalgi","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433140649555423232","","-1","-1","en","<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>","599315334","","f",
		"9262","2014-02-11 07:30:03.212","2014-02-11","FirstAberdeen","0","0","Morning Aberdeen, Ser 27 0645 from Guild St to Kirkhill Ind Est & the Airport has broken down en route - pit crew on their way","433140859442184192","","-1","-1","en","Web","398777719","","t",
		"9265","2014-02-11 07:30:32.581","2014-02-11","GeoMolEli","0","0","RT @trafficscotland: #Snowfall now across East Kilbride, East Ayrshire and South Lanarkshire. Drive carefully. #Scottishweather #Scottishtr…","433140982885154816","","-1","-1","en","<a href="https://twitter.com/download/android" rel="nofollow">Twitter for  Android</a>","212011191","","f",
		"9228","2014-02-11 07:26:13.142","2014-02-11","sharnydoll","0","0","@trafficscotland @Glasgowly nooooooooooooooo !!!!!","433139894635225088","trafficscotland","433133851460632576","20106985","es","Twitter for iPhone","438321805","8997","f",
		"9233","2014-02-11 07:27:10.977","2014-02-11","BBCScotWeather","0","0","@stewspark good good, sounds like its going to plan. Thanks!","433140137153662976","stewspark","433134754532429824","158852635","en","Web","300266772","8837","t",
		"9251","2014-02-11 07:28:57.833","2014-02-11","trafficscotland","0","0","@soojam oh dear! That's not good news! Claire.","433140585117921280","soojam","433140324014514176","21020966","en","Web","20106985","9242","t",
		"9247","2014-02-11 07:27:57.579","2014-02-11","trafficscotland","0","0","@Tele_Katy Hehe! They are pretty awesome! :)","433140332549529600","Tele_Katy","433139815723200512","1070744562","en","Web","20106985","182457","t",
		"9280","2014-02-11 07:31:12.024","2014-02-11","anteekshifters","0","0","RT @trafficscotland: ScottishBorders: Anyone want to come build a snowman? I reckon there's enough snow on the #A68 at #CarterBar.","433141148182675456","","-1","-1","en","Twitter for iPhone","282889341","","f",
		"9290","2014-02-11 07:31:50.64","2014-02-11","trafficscotland","0","0","ScottishBorders: Anyone want to come build a snowman? I reckon there's enough snow on the #A68 at #CarterBar. http://t.co/J4sOUHyWIh","433141309050601472","","-1","-1","en","Web","20106985","","t",
		"9300","2014-02-11 07:32:45.84","2014-02-11","RiksRedGuard","0","0","RT @trafficscotland: ScottishBorders: Anyone want to come build a snowman? I reckon there's enough snow on the #A68 at #CarterBar. http://t…","433141541029543936","","-1","-1","en","Web","343918719","","f",
		"9307","2014-02-11 07:32:53.77","2014-02-11","CullodenHouse","0","0","RT @trafficscotland: Highlands: #A9 #Kessock works on-going - leave a little extra time for your journey - particularly travelling South th…","433141575116673024","","-1","-1","en","Twitter for iPhone","78143373","","f",
		"9317","2014-02-11 07:33:18.226","2014-02-11","ukbikestuff","0","0","RT @trafficscotland: ScottishBorders: Anyone want to come build a snowman? I reckon there's enough snow on the #A68 at #CarterBar. http://t…","433141677625442304","","-1","-1","en","Twitter for Android","2208494069","","f",
		"9324","2014-02-11 07:36:35.257","2014-02-11","nicolle_fraser","0","0","RT @trafficscotland: ScottishBorders: Anyone want to come build a snowman? I reckon there's enough snow on the #A68 at #CarterBar. http://t…","433142504083718144","","-1","-1","en","Twitter for BlackBerry","506641447","","f",
		"9331","2014-02-11 07:37:32.39","2014-02-11","RadioSaltire","0","0","RT @trafficscotland: A1 A6093 Haddington - Thistly Cross - High winds, All lanes restricted in both directions indefinitely has been cleare…","433142743691698176","","-1","-1","en","<a href="http://radiosaltire.org" rel="nofollow">RS-Retweets</a>","848110753","","f",
		"9336","2014-02-11 07:37:37.764","2014-02-11","trafficscotland","0","0","Highlands: #A87 #Cluanie Snooowwwwww!! Get the sledges out!!! http://t.co/xdMqDzljTj","433142763769438208","","-1","-1","en","Web","20106985","","t",
		"9342","2014-02-11 07:37:52.032","2014-02-11","NWTrunkRoads","0","0","RT @trafficscotland: Highlands: #A9 #Kessock Bridge now picking up delays of 20 minutes Southbound. http://t.co/1cqjVQ73rg","433142825958772736","","-1","-1","en","Web","278547602","","f",
		"9349","2014-02-11 07:38:00.371","2014-02-11","CullodenHouse","0","0","RT @trafficscotland: Highlands: #A9 #Kessock Bridge now picking up delays of 20 minutes Southbound. http://t.co/1cqjVQ73rg","433142861048328192","","-1","-1","en","Twitter for iPhone","78143373","","f",
